rank,class_path,nsmells,loc,selected
538,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Count.java,21,102,false
539,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypeBasedCacheDistributionPolicy.java,21,102,false
540,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Types.java,20,259,false
541,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/JULLogFactory.java,20,158,false
542,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java,20,148,false
543,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,20,115,false
544,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java,20,113,false
545,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java,19,192,false
546,openjpa-kernel/src/main/java/org/apache/openjpa/ee/OSGiManagedRuntime.java,19,178,false
547,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultList.java,19,150,false
548,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ParameterImpl.java,19,120,false
549,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCleanState.java,19,106,false
550,openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java,19,104,false
551,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECopyState.java,19,100,false
552,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ListIteratorWrapper.java,18,269,false
553,openjpa-examples/simple/src/main/java/relations/Deity.java,18,200,false
554,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/NameSet.java,18,113,false
555,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java,18,110,false
556,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Index.java,18,105,false
557,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,18,103,false
558,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/FindCommand.java,18,100,false
559,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java,17,140,false
560,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/OrderedMap.java,17,133,false
561,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ExtentImpl.java,17,130,false
562,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TransactionRequiredException.java,17,128,false
563,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/InvalidStateException.java,17,128,false
564,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ArgumentException.java,17,127,false
565,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/domain/Stock.java,17,124,false
566,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JDataStoreDictionary.java,17,119,false
567,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,17,117,false
568,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java,17,113,false
569,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/NoneLogFactory.java,17,111,false
570,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,17,104,false
571,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECleanState.java,17,104,false
572,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/QueryCommand.java,17,104,false
573,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEvent.java,16,220,false
574,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/MarketDataPanel.java,16,165,false
575,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashSet.java,16,141,false
576,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java,16,135,false
577,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryTimeoutException.java,16,125,false
578,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java,16,122,false
579,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityExistsException.java,16,122,false
580,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityNotFoundException.java,16,122,false
581,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OptimisticLockException.java,16,122,false
582,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NonUniqueResultException.java,16,122,false
583,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceException.java,16,121,false
584,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradeHistoryPanel.java,16,111,false
585,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,16,104,false
586,openjpa-examples/openbooks/src/main/java/openbook/domain/Inventory.java,15,130,false
587,openjpa-examples/jest/src/main/java/demo/Actor.java,15,110,false
588,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PessimisticLockException.java,14,120,false
589,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LockTimeoutException.java,14,118,false
590,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SpecificationPlugin.java,14,118,false
591,openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java,14,114,false
592,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/FileSchemaFactory.java,14,113,false
593,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/InstrumentationManagerImpl.java,14,110,false
594,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/LRUMap.java,13,104,false
595,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,12,163,false
596,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/RollbackException.java,12,120,false
597,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingTag.java,12,118,false
598,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/LinkedMap.java,11,321,false
599,openjpa-kernel/src/main/java/org/apache/openjpa/ee/RegistryManagedRuntime.java,10,224,false
600,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/LoginDialog.java,10,155,true
601,openjpa-slice/src/main/java/org/apache/openjpa/slice/Slice.java,10,105,false
602,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/DataCacheJMXInstrument.java,10,103,false
